280,OPEN,85370660737075,14797,14789,14797,3,557056,ls,/usr/lib/locale/C.UTF-8/LC_MONETARY
281,OPEN,85370660786017,14797,14789,14797,3,557056,ls,/usr/lib/locale/C.UTF-8/LC_COLLATE
282,OPEN,85370660843107,14797,14789,14797,3,557056,ls,/usr/lib/locale/C.UTF-8/LC_TIME
283,OPEN,85370660894148,14797,14789,14797,3,557056,ls,/usr/lib/locale/C.UTF-8/LC_NUMERIC
284,OPEN,85370660942163,14797,14789,14797,3,557056,ls,/usr/lib/locale/C.UTF-8/LC_CTYPE
285,OPEN,85370661017861,14797,14789,14797,-2,32768,ls,/usr/share/locale/C.UTF-8/LC_TIME/coreutils.mo
286,OPEN,85370661074591,14797,14789,14797,-2,32768,ls,/usr/share/locale/C.utf8/LC_TIME/coreutils.mo
287,OPEN,85370661113155,14797,14789,14797,-2,32768,ls,/usr/share/locale/C/LC_TIME/coreutils.mo
288,OPEN,85370661181869,14797,14789,14797,3,624640,ls,/workspace/.
289,OPEN,85370661342185,14797,14789,14797,4,557056,ls,/etc/nsswitch.conf
290,OPEN,85370661409022,14797,14789,14797,4,557056,ls,/etc/ld.so.cache
291,OPEN,85370661461766,14797,14789,14797,4,557056,ls,/lib/x86_64-linux-gnu/libnss_compat.so.2
292,OPEN,85370661565423,14797,14789,14797,4,557056,ls,/etc/ld.so.cache
293,OPEN,85370661621551,14797,14789,14797,4,557056,ls,/lib/x86_64-linux-gnu/libnss_nis.so.2
294,OPEN,85370661706884,14797,14789,14797,4,557056,ls,/lib/x86_64-linux-gnu/libnsl.so.1
295,OPEN,85370661803736,14797,14789,14797,4,557056,ls,/lib/x86_64-linux-gnu/libnss_files.so.2
296,OPEN,85370661916586,14797,14789,14797,4,557056,ls,/etc/passwd
297,OPEN,85370662019349,14797,14789,14797,4,557056,ls,/etc/group
298,OPEN,85370662115076,14797,14789,14797,4,557056,ls,/etc/passwd
299,OPEN,85370662172953,14797,14789,14797,4,557056,ls,/etc/group
300,OPEN,85370662329260,14797,14789,14797,-2,32768,ls,/usr/share/locale/C.UTF-8/LC_MESSAGES/coreutils.mo
301,OPEN,85370662371310,14797,14789,14797,-2,32768,ls,/usr/share/locale/C.utf8/LC_MESSAGES/coreutils.mo
302,OPEN,85370662403197,14797,14789,14797,-2,32768,ls,/usr/share/locale/C/LC_MESSAGES/coreutils.mo
303,OPEN,85370662433538,14797,14789,14797,-2,32768,ls,/usr/share/locale-langpack/C.UTF-8/LC_MESSAGES/coreutils.mo
304,OPEN,85370662478943,14797,14789,14797,-2,32768,ls,/usr/share/locale-langpack/C.utf8/LC_MESSAGES/coreutils.mo
305,OPEN,85370662510060,14797,14789,14797,-2,32768,ls,/usr/share/locale-langpack/C/LC_MESSAGES/coreutils.mo
306,OPEN,85370662563833,14797,14789,14797,-2,557056,ls,/usr/share/zoneinfo/UTC0
307,EXIT,85370662795323,14797,14789,14797,0,0,ls,
308,OPEN,85370663007454,14796,14783,14789,-2,557056,skipper,/tmp/yourbase-mark-step-run
309,EXIT,85370663068608,14796,14783,14789,0,0,skipper,
310,EXIT,85370663100387,14789,14783,14789,0,0,skipper,
311,EXIT,85370663125836,14792,14783,14789,0,0,skipper,
312,EXIT,85370663151209,14793,14783,14789,0,0,skipper,
313,EXIT,85370663176050,14795,14783,14789,0,0,skipper,
314,EXIT,85370663202787,14791,14783,14789,0,0,skipper,
315,EXIT,85370663328441,14798,14783,14789,0,0,skipper,
316,EXIT,85370663882146,14783,14758,14783,0,0,skipper,
317,EXIT,85370663935809,14784,14758,14783,0,0,skipper,
318,EXIT,85370663964487,14785,14758,14783,0,0,skipper,
319,EXIT,85370663989848,14786,14758,14783,0,0,skipper,
320,EXIT,85370664015165,14787,14758,14783,0,0,skipper,
321,EXIT,85370664040273,14790,14758,14783,0,0,skipper,
322,OPEN,85370664701121,14761,14690,14758,3,557056,yb,/dev/null
323,CLONE,85370664846405,14761,14690,14758,0,0,yb,
324,FORK,85370664888001,14761,14690,14758,0,0,yb,
325,PWD,/workspace/
325,EXECVE_RET,85370664987273,14799,14758,14799,0,0,yb,/skipper -- go get 
